"Plot Title: TO04-S5"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10578635, SEN S/N: 10578635)","Intensity, lum/ft² (LGR S/N: 10578635, SEN S/N: 10578635)","Coupler Attached (LGR S/N: 10578635)","Host Connected (LGR S/N: 10578635)","Stopped (LGR S/N: 10578635)","End Of File (LGR S/N: 10578635)"
471,11/07/14 07:00:00 AM,4.831,0.0,,,,
472,11/07/14 10:00:00 AM,4.102,8.0,,,,
473,11/07/14 01:00:00 PM,5.552,17.0,,,,
474,11/07/14 04:00:00 PM,6.573,10.0,,,,
475,11/07/14 07:00:00 PM,5.962,0.0,,,,
476,11/07/14 10:00:00 PM,4.519,0.0,,,,
477,11/08/14 01:00:00 AM,3.788,0.0,,,,
478,11/08/14 04:00:00 AM,3.049,0.0,,,,
479,11/08/14 07:00:00 AM,2.730,0.0,,,,
480,11/08/14 10:00:00 AM,2.837,6.0,,,,
481,11/08/14 01:00:00 PM,4.727,16.0,,,,
482,11/08/14 04:00:00 PM,6.268,8.0,,,,
483,11/08/14 07:00:00 PM,6.064,0.0,,,,
484,11/08/14 10:00:00 PM,5.347,0.0,,,,
485,11/09/14 01:00:00 AM,5.037,0.0,,,,
486,11/09/14 04:00:00 AM,5.037,0.0,,,,
487,11/09/14 07:00:00 AM,5.347,0.0,,,,
488,11/09/14 10:00:00 AM,5.037,5.0,,,,
489,11/09/14 01:00:00 PM,5.757,67.0,,,,
490,11/09/14 04:00:00 PM,6.370,4.0,,,,
491,11/09/14 07:00:00 PM,5.962,0.0,,,,
492,11/09/14 10:00:00 PM,5.141,0.0,,,,
493,11/10/14 01:00:00 AM,4.831,0.0,,,,
494,11/10/14 04:00:00 AM,4.934,0.0,,,,
495,11/10/14 07:00:00 AM,4.311,0.0,,,,
496,11/10/14 10:00:00 AM,3.683,7.0,,,,
497,11/10/14 01:00:00 PM,4.415,16.0,,,,
498,11/10/14 04:00:00 PM,5.552,31.0,,,,
499,11/10/14 07:00:00 PM,5.037,0.0,,,,
500,11/10/14 10:00:00 PM,4.311,0.0,,,,
501,11/11/14 01:00:00 AM,2.410,0.0,,,,
502,11/11/14 04:00:00 AM,1.330,0.0,,,,
503,11/11/14 07:00:00 AM,0.784,0.0,,,,
504,11/11/14 10:00:00 AM,0.784,7.0,,,,
505,11/11/14 01:00:00 PM,0.232,14.0,,,,
506,11/11/14 04:00:00 PM,0.010,8.0,,,,
507,11/11/14 07:00:00 PM,-0.437,0.0,,,,
508,11/11/14 10:00:00 PM,-0.887,0.0,,,,
509,11/12/14 01:00:00 AM,-1.914,0.0,,,,
510,11/12/14 04:00:00 AM,-2.145,0.0,,,,
511,11/12/14 07:00:00 AM,-2.377,0.0,,,,
512,11/12/14 10:00:00 AM,-2.261,6.0,,,,
513,11/12/14 01:00:00 PM,-1.228,18.0,,,,
514,11/12/14 04:00:00 PM,-1.114,9.0,,,,
515,11/12/14 07:00:00 PM,-1.914,0.0,,,,
516,11/12/14 10:00:00 PM,-2.377,0.0,,,,
517,11/13/14 01:00:00 AM,-2.145,0.0,,,,
518,11/13/14 04:00:00 AM,-2.145,0.0,,,,
519,11/13/14 07:00:00 AM,-1.799,0.0,,,,
520,11/13/14 10:00:00 AM,-1.570,33.0,,,,
521,11/13/14 01:00:00 PM,-0.437,39.0,,,,
522,11/13/14 04:00:00 PM,-0.325,10.0,,,,
523,11/13/14 07:00:00 PM,-0.662,0.0,,,,
524,11/13/14 10:00:00 PM,-1.341,0.0,,,,
525,11/14/14 01:00:00 AM,-1.114,0.0,,,,
526,11/14/14 04:00:00 AM,-1.228,0.0,,,,
527,11/14/14 07:00:00 AM,-1.114,0.0,,,,
528,11/14/14 10:00:00 AM,-1.001,29.0,,,,
529,11/14/14 01:00:00 PM,-0.213,17.0,,,,
530,11/14/14 04:00:00 PM,-0.102,9.0,,,,
531,11/14/14 07:00:00 PM,-1.341,0.0,,,,
532,11/14/14 10:00:00 PM,-2.261,0.0,,,,
533,11/15/14 01:00:00 AM,-2.962,0.0,,,,
534,11/15/14 04:00:00 AM,-3.079,0.0,,,,
535,11/15/14 07:00:00 AM,-2.844,0.0,,,,
536,11/15/14 10:00:00 AM,-2.610,5.0,,,,
537,11/15/14 01:00:00 PM,-0.662,17.0,,,,
538,11/15/14 04:00:00 PM,-0.213,8.0,,,,
539,11/15/14 07:00:00 PM,-1.228,0.0,,,,
540,11/15/14 10:00:00 PM,-2.030,0.0,,,,
541,11/16/14 01:00:00 AM,-1.799,0.0,,,,
542,11/16/14 04:00:00 AM,-2.377,0.0,,,,
543,11/16/14 07:00:00 AM,-2.377,0.0,,,,
544,11/16/14 10:00:00 AM,-2.030,5.0,,,,
545,11/16/14 01:00:00 PM,0.343,16.0,,,,
546,11/16/14 04:00:00 PM,0.453,8.0,,,,
547,11/16/14 07:00:00 PM,-0.102,0.0,,,,
548,11/16/14 10:00:00 PM,-0.325,0.0,,,,
549,11/17/14 01:00:00 AM,-0.662,0.0,,,,
550,11/17/14 04:00:00 AM,-0.662,0.0,,,,
551,11/17/14 07:00:00 AM,-0.887,0.0,,,,
552,11/17/14 10:00:00 AM,-1.001,5.0,,,,
553,11/17/14 01:00:00 PM,0.674,18.0,,,,
554,11/17/14 04:00:00 PM,0.893,8.0,,,,
555,11/17/14 07:00:00 PM,0.343,0.0,,,,
556,11/17/14 10:00:00 PM,0.121,0.0,,,,
557,11/18/14 01:00:00 AM,0.010,0.0,,,,
558,11/18/14 04:00:00 AM,0.010,0.0,,,,
559,11/18/14 07:00:00 AM,-0.102,0.0,,,,
560,11/18/14 10:00:00 AM,-0.102,18.0,,,,
561,11/18/14 01:00:00 PM,0.893,38.0,,,,
562,11/18/14 04:00:00 PM,1.003,18.0,,,,
563,11/18/14 07:00:00 PM,0.563,0.0,,,,
564,11/18/14 10:00:00 PM,0.343,0.0,,,,
565,11/19/14 01:00:00 AM,0.563,0.0,,,,
566,11/19/14 04:00:00 AM,0.784,0.0,,,,
567,11/19/14 07:00:00 AM,0.674,0.0,,,,
568,11/19/14 10:00:00 AM,1.003,13.0,,,,
569,11/19/14 01:00:00 PM,2.624,55.0,,,,
570,11/19/14 04:00:00 PM,2.837,22.0,,,,
571,11/19/14 07:00:00 PM,2.195,0.0,,,,
572,11/19/14 10:00:00 PM,1.872,0.0,,,,
573,11/20/14 01:00:00 AM,2.410,0.0,,,,
574,11/20/14 04:00:00 AM,2.195,0.0,,,,
575,11/20/14 07:00:00 AM,1.872,0.0,,,,
576,11/20/14 10:00:00 AM,1.980,34.0,,,,
577,11/20/14 01:00:00 PM,2.730,22.0,,,,
578,11/20/14 04:00:00 PM,3.367,12.0,,,,
579,11/20/14 07:00:00 PM,2.837,0.0,,,,
580,11/20/14 10:00:00 PM,2.730,0.0,,,,
581,11/21/14 01:00:00 AM,2.837,0.0,,,,
582,11/21/14 04:00:00 AM,2.730,0.0,,,,
583,11/21/14 07:00:00 AM,2.943,0.0,,,,
584,11/21/14 10:00:00 AM,4.102,8.0,,,,
585,11/21/14 01:00:00 PM,5.244,16.0,,,,
586,11/21/14 04:00:00 PM,5.141,11.0,,,,
587,11/21/14 07:00:00 PM,4.727,0.0,,,,
588,11/21/14 10:00:00 PM,4.727,0.0,,,,
589,11/22/14 01:00:00 AM,4.311,0.0,,,,
590,11/22/14 04:00:00 AM,3.472,0.0,,,,
591,11/22/14 07:00:00 AM,2.837,0.0,,,,
592,11/22/14 10:00:00 AM,2.837,7.0,,,,
593,11/22/14 01:00:00 PM,0.453,18.0,,,,
594,11/22/14 04:00:00 PM,1.330,5.0,,,,
595,11/22/14 07:00:00 PM,1.330,0.0,,,,
596,11/22/14 10:00:00 PM,1.330,0.0,,,,
597,11/23/14 01:00:00 AM,1.221,0.0,,,,
598,11/23/14 04:00:00 AM,1.439,0.0,,,,
599,11/23/14 07:00:00 AM,1.439,0.0,,,,
600,11/23/14 10:00:00 AM,1.656,0.0,,,,
601,11/23/14 01:00:00 PM,1.764,11.0,,,,
602,11/23/14 04:00:00 PM,2.303,8.0,,,,
603,11/23/14 07:00:00 PM,2.303,0.0,,,,
604,11/23/14 10:00:00 PM,1.980,0.0,,,,
605,11/24/14 01:00:00 AM,1.003,0.0,,,,
606,11/24/14 04:00:00 AM,0.563,0.0,,,,
607,11/24/14 07:00:00 AM,0.453,0.0,,,,
608,11/24/14 10:00:00 AM,0.563,26.0,,,,
609,11/24/14 01:00:00 PM,1.330,25.0,,,,
610,11/24/14 04:00:00 PM,2.517,2.0,,,,
611,11/24/14 07:00:00 PM,2.730,0.0,,,,
612,11/24/14 10:00:00 PM,2.837,0.0,,,,
613,11/25/14 01:00:00 AM,3.155,0.0,,,,
614,11/25/14 04:00:00 AM,3.998,0.0,,,,
615,11/25/14 07:00:00 AM,5.860,0.0,,,,
616,11/25/14 10:00:00 AM,8.779,3.0,,,,
617,11/25/14 01:00:00 PM,9.275,11.0,,,,
618,11/25/14 04:00:00 PM,9.472,28.0,,,,
619,11/25/14 07:00:00 PM,8.779,0.0,,,,
620,11/25/14 10:00:00 PM,8.082,0.0,,,,
621,11/26/14 01:00:00 AM,7.782,0.0,,,,
622,11/26/14 04:00:00 AM,7.582,0.0,,,,
623,11/26/14 07:00:00 AM,7.381,0.0,,,,
624,11/26/14 10:00:00 AM,7.381,22.0,,,,
625,11/26/14 01:00:00 PM,8.182,27.0,,,,
626,11/26/14 04:00:00 PM,8.581,8.0,,,,
627,11/26/14 07:00:00 PM,8.182,0.0,,,,
628,11/26/14 10:00:00 PM,7.983,0.0,,,,
629,11/27/14 01:00:00 AM,7.983,0.0,,,,
630,11/27/14 04:00:00 AM,7.582,0.0,,,,
631,11/27/14 07:00:00 AM,7.280,0.0,,,,
632,11/27/14 10:00:00 AM,7.381,12.0,,,,
633,11/27/14 01:00:00 PM,8.182,33.0,,,,
634,11/27/14 04:00:00 PM,8.581,18.0,,,,
635,11/27/14 07:00:00 PM,8.182,0.0,,,,
636,11/27/14 10:00:00 PM,7.882,0.0,,,,
637,11/28/14 01:00:00 AM,7.782,0.0,,,,
638,11/28/14 04:00:00 AM,7.682,0.0,,,,
639,11/28/14 07:00:00 AM,7.582,0.0,,,,
640,11/28/14 10:00:00 AM,7.682,18.0,,,,
641,11/28/14 01:00:00 PM,8.282,13.0,,,,
642,11/28/14 04:00:00 PM,7.682,0.0,,,,
643,11/28/14 07:00:00 PM,4.415,0.0,,,,
644,11/28/14 10:00:00 PM,2.410,0.0,,,,
645,11/29/14 01:00:00 AM,0.784,0.0,,,,
646,11/29/14 04:00:00 AM,0.893,0.0,,,,
647,11/29/14 07:00:00 AM,0.343,0.0,,,,
648,11/29/14 10:00:00 AM,0.343,10.0,,,,
649,11/29/14 01:00:00 PM,0.343,30.0,,,,
650,11/29/14 04:00:00 PM,0.121,6.0,,,,
651,11/29/14 07:00:00 PM,-0.213,0.0,,,,
652,11/29/14 10:00:00 PM,-0.887,0.0,,,,
653,11/30/14 01:00:00 AM,-1.114,0.0,,,,
654,11/30/14 04:00:00 AM,-1.570,0.0,,,,
655,11/30/14 07:00:00 AM,-2.610,0.0,,,,
656,11/30/14 10:00:00 AM,-2.261,2.0,,,,
657,11/30/14 01:00:00 PM,-1.341,7.0,,,,
658,11/30/14 04:00:00 PM,-0.774,3.0,,,,
659,11/30/14 07:00:00 PM,-1.570,0.0,,,,
660,11/30/14 10:00:00 PM,-2.145,0.0,,,,
661,12/01/14 01:00:00 AM,-2.494,0.0,,,,
662,12/01/14 04:00:00 AM,-1.914,0.0,,,,
663,12/01/14 07:00:00 AM,-1.456,0.0,,,,
664,12/01/14 10:00:00 AM,-1.228,2.0,,,,
665,12/01/14 01:00:00 PM,-0.662,13.0,,,,
666,12/01/14 04:00:00 PM,0.121,2.0,,,,
667,12/01/14 07:00:00 PM,-0.213,0.0,,,,
668,12/01/14 10:00:00 PM,-0.549,0.0,,,,
669,12/02/14 01:00:00 AM,-1.114,0.0,,,,
670,12/02/14 04:00:00 AM,-1.684,0.0,,,,
671,12/02/14 07:00:00 AM,-2.030,0.0,,,,
672,12/02/14 10:00:00 AM,-2.145,1.0,,,,
673,12/02/14 01:00:00 PM,-1.114,4.0,,,,
674,12/02/14 04:00:00 PM,-0.437,3.0,,,,
675,12/02/14 07:00:00 PM,-0.437,0.0,,,,
676,12/02/14 10:00:00 PM,-0.213,0.0,,,,
677,12/03/14 01:00:00 AM,-0.325,0.0,,,,
678,12/03/14 04:00:00 AM,-0.213,0.0,,,,
679,12/03/14 07:00:00 AM,-0.102,0.0,,,,
680,12/03/14 10:00:00 AM,0.010,5.0,,,,
681,12/03/14 01:00:00 PM,0.121,8.0,,,,
682,12/03/14 04:00:00 PM,0.232,9.0,,,,
683,12/03/14 07:00:00 PM,0.232,0.0,,,,
684,12/03/14 10:00:00 PM,0.232,0.0,,,,
685,12/04/14 01:00:00 AM,0.232,0.0,,,,
686,12/04/14 04:00:00 AM,0.232,0.0,,,,
687,12/04/14 07:00:00 AM,0.232,0.0,,,,
688,12/04/14 10:00:00 AM,0.232,4.0,,,,
689,12/04/14 01:00:00 PM,0.232,22.0,,,,
690,12/04/14 04:00:00 PM,0.232,1.0,,,,
691,12/04/14 07:00:00 PM,0.232,0.0,,,,
692,12/04/14 10:00:00 PM,0.232,0.0,,,,
693,12/05/14 01:00:00 AM,0.343,0.0,,,,
694,12/05/14 04:00:00 AM,0.563,0.0,,,,
695,12/05/14 07:00:00 AM,0.674,0.0,,,,
696,12/05/14 10:00:00 AM,1.003,9.0,,,,
697,12/05/14 01:00:00 PM,2.730,67.0,,,,
698,12/05/14 04:00:00 PM,3.155,21.0,,,,
699,12/05/14 07:00:00 PM,3.683,0.0,,,,
700,12/05/14 10:00:00 PM,3.893,0.0,,,,
701,12/06/14 01:00:00 AM,3.261,0.0,,,,
702,12/06/14 04:00:00 AM,3.788,0.0,,,,
703,12/06/14 07:00:00 AM,3.367,0.0,,,,
704,12/06/14 10:00:00 AM,3.367,3.0,,,,
705,12/06/14 01:00:00 PM,3.578,31.0,,,,
706,12/06/14 04:00:00 PM,3.998,26.0,,,,
707,12/06/14 07:00:00 PM,3.893,0.0,,,,
708,12/06/14 10:00:00 PM,3.788,0.0,,,,
709,12/07/14 01:00:00 AM,3.155,0.0,,,,
710,12/07/14 04:00:00 AM,2.624,0.0,,,,
711,12/07/14 07:00:00 AM,2.624,0.0,,,,
712,12/07/14 10:00:00 AM,2.837,17.0,,,,
713,12/07/14 01:00:00 PM,3.998,33.0,,,,
714,12/07/14 04:00:00 PM,5.141,10.0,,,,
715,12/07/14 07:00:00 PM,4.831,0.0,,,,
716,12/07/14 10:00:00 PM,4.519,0.0,,,,
717,12/08/14 01:00:00 AM,4.519,0.0,,,,
718,12/08/14 04:00:00 AM,4.727,0.0,,,,
719,12/08/14 07:00:00 AM,4.623,0.0,,,,
720,12/08/14 10:00:00 AM,4.415,18.0,,,,
721,12/08/14 01:00:00 PM,6.775,33.0,,,,
722,12/08/14 04:00:00 PM,7.079,7.0,,,,
723,12/08/14 07:00:00 PM,6.674,0.0,,,,
724,12/08/14 10:00:00 PM,7.682,0.0,,,,
725,12/09/14 01:00:00 AM,7.782,0.0,,,,
726,12/09/14 04:00:00 AM,8.680,0.0,,,,
727,12/09/14 07:00:00 AM,8.978,0.0,,,,
728,12/09/14 10:00:00 AM,8.879,5.0,,,,
729,12/09/14 01:00:00 PM,9.373,1.0,,,,
730,12/09/14 04:00:00 PM,9.669,16.0,,,,
731,12/09/14 07:00:00 PM,8.978,0.0,,,,
732,12/09/14 10:00:00 PM,8.282,0.0,,,,
733,12/10/14 01:00:00 AM,8.581,0.0,,,,
734,12/10/14 04:00:00 AM,9.275,0.0,,,,
735,12/10/14 07:00:00 AM,9.571,0.0,,,,
736,12/10/14 10:00:00 AM,9.472,15.0,,,,
737,12/10/14 01:00:00 PM,9.275,16.0,,,,
738,12/10/14 04:00:00 PM,8.978,4.0,,,,
739,12/10/14 07:00:00 PM,8.581,0.0,,,,
740,12/10/14 10:00:00 PM,6.978,0.0,,,,
741,12/11/14 01:00:00 AM,6.370,0.0,,,,
742,12/11/14 04:00:00 AM,5.347,0.0,,,,
743,12/11/14 07:00:00 AM,5.037,0.0,,,,
744,12/11/14 10:00:00 AM,6.370,2.0,,,,
745,12/11/14 01:00:00 PM,7.381,32.0,,,,
746,12/11/14 04:00:00 PM,8.382,28.0,,,,
747,12/11/14 07:00:00 PM,7.582,0.0,,,,
748,12/11/14 10:00:00 PM,6.877,0.0,,,,
749,12/12/14 01:00:00 AM,6.268,0.0,,,,
750,12/12/14 04:00:00 AM,6.064,0.0,,,,
751,12/12/14 07:00:00 AM,5.962,0.0,,,,
752,12/12/14 10:00:00 AM,5.757,14.0,,,,
753,12/12/14 01:00:00 PM,6.064,44.0,,,,
754,12/12/14 04:00:00 PM,6.064,18.0,,,,
755,12/12/14 07:00:00 PM,4.727,0.0,,,,
756,12/12/14 10:00:00 PM,3.893,0.0,,,,
757,12/13/14 01:00:00 AM,3.472,0.0,,,,
758,12/13/14 04:00:00 AM,3.472,0.0,,,,
759,12/13/14 07:00:00 AM,3.367,0.0,,,,
760,12/13/14 10:00:00 AM,2.837,12.0,,,,
761,12/13/14 01:00:00 PM,4.207,50.0,,,,
762,12/13/14 04:00:00 PM,4.727,17.0,,,,
763,12/13/14 07:00:00 PM,3.683,0.0,,,,
764,12/13/14 10:00:00 PM,1.872,0.0,,,,
765,12/14/14 01:00:00 AM,1.221,0.0,,,,
766,12/14/14 04:00:00 AM,0.784,0.0,,,,
767,12/14/14 07:00:00 AM,0.893,0.0,,,,
768,12/14/14 10:00:00 AM,0.784,3.0,,,,
769,12/14/14 01:00:00 PM,2.303,10.0,,,,
770,12/14/14 04:00:00 PM,3.049,5.0,,,,
771,12/14/14 07:00:00 PM,1.548,0.0,,,,
772,12/14/14 10:00:00 PM,0.893,0.0,,,,
773,12/15/14 01:00:00 AM,0.563,0.0,,,,
774,12/15/14 04:00:00 AM,0.453,0.0,,,,
775,12/15/14 07:00:00 AM,1.112,0.0,,,,
776,12/15/14 10:00:00 AM,1.112,3.0,,,,
777,12/15/14 01:00:00 PM,3.155,31.0,,,,
778,12/15/14 04:00:00 PM,3.578,14.0,,,,
779,12/15/14 07:00:00 PM,3.049,0.0,,,,
780,12/15/14 10:00:00 PM,2.410,0.0,,,,
781,12/16/14 01:00:00 AM,2.837,0.0,,,,
782,12/16/14 04:00:00 AM,2.943,0.0,,,,
783,12/16/14 07:00:00 AM,2.837,0.0,,,,
784,12/16/14 10:00:00 AM,2.730,11.0,,,,
785,12/16/14 01:00:00 PM,3.472,39.0,,,,
786,12/16/14 04:00:00 PM,4.311,21.0,,,,
787,12/16/14 07:00:00 PM,3.472,0.0,,,,
788,12/16/14 10:00:00 PM,2.624,0.0,,,,
789,12/17/14 01:00:00 AM,1.980,0.0,,,,
790,12/17/14 04:00:00 AM,2.624,0.0,,,,
791,12/17/14 07:00:00 AM,3.261,0.0,,,,
792,12/17/14 10:00:00 AM,3.472,8.0,,,,
793,12/17/14 01:00:00 PM,4.311,24.0,,,,
794,12/17/14 04:00:00 PM,4.727,6.0,,,,
795,12/17/14 07:00:00 PM,4.519,0.0,,,,
796,12/17/14 10:00:00 PM,4.415,0.0,,,,
797,12/18/14 01:00:00 AM,4.519,0.0,,,,
798,12/18/14 04:00:00 AM,4.311,0.0,,,,
799,12/18/14 07:00:00 AM,3.998,0.0,,,,
800,12/18/14 10:00:00 AM,3.683,10.0,,,,
801,12/18/14 01:00:00 PM,4.623,20.0,,,,
802,12/18/14 04:00:00 PM,5.244,8.0,,,,
803,12/18/14 07:00:00 PM,5.347,0.0,,,,
804,12/18/14 10:00:00 PM,5.037,0.0,,,,
805,12/19/14 01:00:00 AM,5.347,0.0,,,,
806,12/19/14 04:00:00 AM,4.831,0.0,,,,
807,12/19/14 07:00:00 AM,4.519,0.0,,,,
808,12/19/14 10:00:00 AM,3.998,4.0,,,,
809,12/19/14 01:00:00 PM,4.415,58.0,,,,
810,12/19/14 04:00:00 PM,4.623,18.0,,,,
811,12/19/14 07:00:00 PM,3.261,0.0,,,,
812,12/19/14 10:00:00 PM,3.049,0.0,,,,
813,12/20/14 01:00:00 AM,3.472,0.0,,,,
814,12/20/14 04:00:00 AM,3.472,0.0,,,,
815,12/20/14 07:00:00 AM,3.788,0.0,,,,
816,12/20/14 10:00:00 AM,3.578,3.0,,,,
817,12/20/14 01:00:00 PM,3.998,7.0,,,,
818,12/20/14 04:00:00 PM,4.207,4.0,,,,
819,12/20/14 07:00:00 PM,4.311,0.0,,,,
820,12/20/14 10:00:00 PM,6.775,0.0,,,,
821,12/21/14 01:00:00 AM,7.682,0.0,,,,
822,12/21/14 04:00:00 AM,7.179,0.0,,,,
823,12/21/14 07:00:00 AM,6.471,0.0,,,,
824,12/21/14 10:00:00 AM,6.370,5.0,,,,
825,12/21/14 01:00:00 PM,6.370,33.0,,,,
826,12/21/14 04:00:00 PM,6.268,7.0,,,,
827,12/21/14 07:00:00 PM,5.552,0.0,,,,
828,12/21/14 10:00:00 PM,5.347,0.0,,,,
829,12/22/14 01:00:00 AM,5.037,0.0,,,,
830,12/22/14 04:00:00 AM,5.244,0.0,,,,
831,12/22/14 07:00:00 AM,4.623,0.0,,,,
832,12/22/14 10:00:00 AM,4.207,20.0,,,,
833,12/22/14 01:00:00 PM,4.934,37.0,,,,
834,12/22/14 04:00:00 PM,5.037,16.0,,,,
835,12/22/14 07:00:00 PM,3.788,0.0,,,,
836,12/22/14 10:00:00 PM,3.261,0.0,,,,
837,12/23/14 01:00:00 AM,3.367,0.0,,,,
838,12/23/14 04:00:00 AM,2.943,0.0,,,,
839,12/23/14 07:00:00 AM,3.155,0.0,,,,
840,12/23/14 10:00:00 AM,3.683,12.0,,,,
841,12/23/14 01:00:00 PM,4.519,14.0,,,,
842,12/23/14 04:00:00 PM,5.141,3.0,,,,
843,12/23/14 07:00:00 PM,5.552,0.0,,,,
844,12/23/14 10:00:00 PM,5.347,0.0,,,,
845,12/24/14 01:00:00 AM,3.893,0.0,,,,
846,12/24/14 04:00:00 AM,1.656,0.0,,,,
847,12/24/14 07:00:00 AM,0.784,0.0,,,,
848,12/24/14 10:00:00 AM,1.003,9.0,,,,
849,12/24/14 01:00:00 PM,1.656,41.0,,,,
850,12/24/14 04:00:00 PM,1.980,6.0,,,,
851,12/24/14 07:00:00 PM,1.656,0.0,,,,
852,12/24/14 10:00:00 PM,1.439,0.0,,,,
853,12/25/14 01:00:00 AM,1.764,0.0,,,,
854,12/25/14 04:00:00 AM,1.330,0.0,,,,
855,12/25/14 07:00:00 AM,0.893,0.0,,,,
856,12/25/14 10:00:00 AM,1.112,2.0,,,,
857,12/25/14 01:00:00 PM,1.764,66.0,,,,
858,12/25/14 04:00:00 PM,1.980,5.0,,,,
859,12/25/14 07:00:00 PM,1.548,0.0,,,,
860,12/25/14 10:00:00 PM,0.893,0.0,,,,
861,12/26/14 01:00:00 AM,1.112,0.0,,,,
862,12/26/14 04:00:00 AM,0.563,0.0,,,,
863,12/26/14 07:00:00 AM,0.232,0.0,,,,
864,12/26/14 10:00:00 AM,0.121,4.0,,,,
865,12/26/14 01:00:00 PM,0.343,30.0,,,,
866,12/26/14 04:00:00 PM,0.453,17.0,,,,
867,12/26/14 07:00:00 PM,0.563,0.0,,,,
868,12/26/14 10:00:00 PM,0.784,0.0,,,,
869,12/27/14 01:00:00 AM,0.893,0.0,,,,
870,12/27/14 04:00:00 AM,1.003,0.0,,,,
871,12/27/14 07:00:00 AM,1.221,0.0,,,,
872,12/27/14 10:00:00 AM,1.112,1.0,,,,
873,12/27/14 01:00:00 PM,1.439,10.0,,,,
874,12/27/14 04:00:00 PM,1.872,2.0,,,,
875,12/27/14 07:00:00 PM,1.656,0.0,,,,
876,12/27/14 10:00:00 PM,1.003,0.0,,,,
877,12/28/14 01:00:00 AM,1.439,0.0,,,,
878,12/28/14 04:00:00 AM,1.548,0.0,,,,
879,12/28/14 07:00:00 AM,1.764,0.0,,,,
880,12/28/14 10:00:00 AM,1.221,18.0,,,,
881,12/28/14 01:00:00 PM,1.548,28.0,,,,
882,12/28/14 04:00:00 PM,1.656,16.0,,,,
883,12/28/14 07:00:00 PM,1.003,0.0,,,,
884,12/28/14 10:00:00 PM,0.784,0.0,,,,
885,12/29/14 01:00:00 AM,0.343,0.0,,,,
886,12/29/14 04:00:00 AM,0.343,0.0,,,,
887,12/29/14 07:00:00 AM,0.232,0.0,,,,
888,12/29/14 10:00:00 AM,0.121,11.0,,,,
889,12/29/14 01:00:00 PM,0.121,11.0,,,,
890,12/29/14 04:00:00 PM,0.121,20.0,,,,
891,12/29/14 07:00:00 PM,-0.213,0.0,,,,
892,12/29/14 10:00:00 PM,-0.662,0.0,,,,
893,12/30/14 01:00:00 AM,-1.456,0.0,,,,
894,12/30/14 04:00:00 AM,-2.610,0.0,,,,
895,12/30/14 07:00:00 AM,-3.792,0.0,,,,
896,12/30/14 10:00:00 AM,-3.911,3.0,,,,
897,12/30/14 01:00:00 PM,-2.610,11.0,,,,
898,12/30/14 04:00:00 PM,-1.570,6.0,,,,
899,12/30/14 07:00:00 PM,-2.377,0.0,,,,
900,12/30/14 10:00:00 PM,-3.316,0.0,,,,
901,12/31/14 01:00:00 AM,-3.792,0.0,,,,
902,12/31/14 04:00:00 AM,-3.434,0.0,,,,
903,12/31/14 07:00:00 AM,-3.079,0.0,,,,
904,12/31/14 10:00:00 AM,-3.316,3.0,,,,
905,12/31/14 01:00:00 PM,-1.799,12.0,,,,
906,12/31/14 04:00:00 PM,-1.001,6.0,,,,
907,12/31/14 07:00:00 PM,-1.456,0.0,,,,
908,12/31/14 10:00:00 PM,-1.799,0.0,,,,
909,01/01/15 01:00:00 AM,-2.030,0.0,,,,
910,01/01/15 04:00:00 AM,-2.145,0.0,,,,
911,01/01/15 07:00:00 AM,-2.377,0.0,,,,
912,01/01/15 10:00:00 AM,-2.261,3.0,,,,
913,01/01/15 01:00:00 PM,-1.228,11.0,,,,
914,01/01/15 04:00:00 PM,-0.325,6.0,,,,
915,01/01/15 07:00:00 PM,-0.437,0.0,,,,
916,01/01/15 10:00:00 PM,-0.662,0.0,,,,
917,01/02/15 01:00:00 AM,-0.774,0.0,,,,
918,01/02/15 04:00:00 AM,-0.887,0.0,,,,
919,01/02/15 07:00:00 AM,-0.549,0.0,,,,
920,01/02/15 10:00:00 AM,-0.325,11.0,,,,
921,01/02/15 01:00:00 PM,0.010,11.0,,,,
922,01/02/15 04:00:00 PM,0.232,18.0,,,,
923,01/02/15 07:00:00 PM,0.121,0.0,,,,
924,01/02/15 10:00:00 PM,0.232,0.0,,,,
925,01/03/15 01:00:00 AM,0.232,0.0,,,,
926,01/03/15 04:00:00 AM,0.232,0.0,,,,
927,01/03/15 07:00:00 AM,0.232,0.0,,,,
928,01/03/15 10:00:00 AM,0.121,16.0,,,,
929,01/03/15 01:00:00 PM,0.232,52.0,,,,
930,01/03/15 04:00:00 PM,0.232,26.0,,,,
931,01/03/15 07:00:00 PM,0.232,0.0,,,,
932,01/03/15 10:00:00 PM,0.232,0.0,,,,
933,01/04/15 01:00:00 AM,0.232,0.0,,,,
934,01/04/15 04:00:00 AM,0.232,0.0,,,,
935,01/04/15 07:00:00 AM,0.232,0.0,,,,
936,01/04/15 10:00:00 AM,0.232,7.0,,,,
937,01/04/15 01:00:00 PM,0.232,17.0,,,,
938,01/04/15 04:00:00 PM,0.232,4.0,,,,
939,01/04/15 07:00:00 PM,0.232,0.0,,,,
940,01/04/15 10:00:00 PM,0.232,0.0,,,,
941,01/05/15 01:00:00 AM,0.343,0.0,,,,
942,01/05/15 04:00:00 AM,0.563,0.0,,,,
943,01/05/15 07:00:00 AM,0.784,0.0,,,,
